team,id,name,position,jersey,receiving_receptions,receiving_targets,receiving_yards,receiving_avg_yards,receiving_longest,receiving_touchdowns,receiving_longest_touchdown,receiving_yards_after_catch,receiving_redzone_targets,receiving_air_yards,receiving_first_downs,defense_tackles,defense_assists,defense_combined,defense_sacks,defense_sack_yards,defense_interceptions,defense_passes_defended,defense_forced_fumbles,defense_fumble_recoveries,defense_qb_hits,defense_tloss,defense_tloss_yards,defense_safeties,defense_sp_tackles,defense_sp_assists,defense_sp_forced_fumbles,defense_sp_fumble_recoveries,defense_sp_blocks,defense_misc_tackles,defense_misc_assists,defense_misc_forced_fumbles,defense_misc_fumble_recoveries,defense_sp_own_fumble_recoveries,defense_sp_opp_fumble_recoveries,rushing_avg_yards,rushing_attempts,rushing_touchdowns,rushing_yards,rushing_longest,rushing_longest_touchdown,rushing_redzone_attempts,rushing_tlost,rushing_tlost_yards,rushing_first_downs,passing_attempts,passing_completions,passing_cmp_pct,passing_yards,passing_avg_yards,passing_sacks,passing_sack_yards,passing_touchdowns,passing_longest,passing_interceptions,passing_rating,passing_longest_touchdown,passing_air_yards,passing_redzone_attempts,passing_gross_yards,passing_first_downs,passing_int_touchdowns
Texas A&M,90d7b440-850c-11ec-b446-1b024413db39,Hunter Erb,OL,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,92cdd7e0-58c5-11ef-9bfa-85db8004dd3b,Ramarian Tillman,RB,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,92f041cb-6cc9-4a25-8ca2-8752dafbbc3b,Albert Regis,DL,17,,,,,,,,,,,,16.0,20.0,36.0,0.5,1.5,0.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,9452caab-2be2-427e-a63c-4a9edc252bdc,Jared Zirkel,K,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,9a6337c0-850f-11ec-b84d-a909c14fc4b8,Le'Veon Moss,RB,8,10.0,17.0,141.0,14.1,20.0,0.0,0.0,141.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,6.322,121.0,10.0,765.0,75.0,75.0,19.0,2.0,-3.0,30.0,,,,,,,,,,,,,,,,,
Texas A&M,9afd1730-313c-11ed-bfcf-65eaff9f277b,Jacob Brasher,WR,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,9df59922-8e8e-48ed-abe9-ee3d04d44b81,EJ Smith,RB,22,8.0,10.0,66.0,8.25,26.0,0.0,0.0,49.0,1.0,17.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.833,54.0,0.0,207.0,17.0,0.0,2.0,3.0,-7.0,12.0,,,,,,,,,,,,,,,,,
Texas A&M,a0abd1e5-bea7-4a77-bbcb-8f2742f9bf1b,Shane Calhoun,TE,82,3.0,9.0,57.0,19.0,36.0,0.0,0.0,57.0,3.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,a46b7fe0-9ccd-11ec-9b6e-0bd7dc1bcb1c,Don Saunders,CB,4,,,,,,,,,,,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,a575dbaa-6ecd-4d8d-804a-6e7036669f37,Blake Bost,QB,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,a5b6f4cc-989b-479e-a78f-ea243c55f2d7,Jacob Graham,LS,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,a5ec97a0-a276-11ed-8f2b-f3e5e15ec7fb,Tyler White,P,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,a645f7b0-a275-11ed-8f2b-f3e5e15ec7fb,Dalton Brooks,DB,25,,,,,,,,,,,,37.0,21.0,58.0,1.0,8.0,1.0,1.0,0.0,0.0,1.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,a7a5ae30-f026-11ed-8095-ff92e6250fed,Aaron Trevino,DB,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,a82db4d0-f024-11ed-8095-ff92e6250fed,Johnny Ryder,WR,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,aa8cfc20-8510-11ec-9a71-73254de4b571,Jadon Scarlett,DL,53,,,,,,,,,,,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,ab3ce9e0-1418-11ed-8f55-53b238da45a2,Levi Hancock,LS,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,ad47a6a0-141b-11ed-8f55-53b238da45a2,Cody Polk,DL,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,adf8f520-c5c4-11ee-bbc7-a52b27e3c1e2,Tristan Jernigan,LB,32,,,,,,,,,,,,4.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,af6c3d50-58c6-11ef-9b3b-c731cdaeaa58,Peyton Gay,QB,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,ba725450-c5c8-11ee-bbc7-a52b27e3c1e2,Ernest Campbell,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,bb882ac0-c5c0-11ee-bbc7-a52b27e3c1e2,Blake Ivy,OL,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,bd0c1f00-850d-11ec-b84d-a909c14fc4b8,Martrell Harris Jr.,LB,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,be7ab8e2-56fe-4f49-adf2-4d55575aeaea,Tyreek Chappell,CB,,,,,,,,,,,,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,bed0bba0-1416-11ed-99ab-175543659a4f,Kyle Walsh,DB,36,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,bfbf7db0-313c-11ed-bfcf-65eaff9f277b,Nana Boadi-Owusu,DL,12,,,,,,,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,c26b03e0-a275-11ed-8f2b-f3e5e15ec7fb,Bravion Rogers,DB,19,,,,,,,,,,,,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,c358af00-58c7-11ef-9b3b-c731cdaeaa58,Bryce Barnes,OL,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,c59a06b0-f027-11ed-8095-ff92e6250fed,Sam Salz,WR,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,ca4f7ab0-58c6-11ef-9b3b-c731cdaeaa58,Benjamin Bruce,DB,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,cb37666e-9de4-43d7-867f-780eb8ab323e,Caleb Surber,DB,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,ce08d5b0-850c-11ec-b446-1b024413db39,Donovan Green,TE,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,d018e8f0-1d86-11ed-94bb-9f870848f4f7,Nathan Jackson,DL,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,d063b800-138c-11ef-bc80-67cfddb07e39,Samuel Thornton,OL,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,d1fd18b0-e9de-11ed-a3a6-d3659340da8d,Dezz Ricks,DB,10,,,,,,,,,,,,17.0,3.0,20.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,d5cb6e20-8511-11ec-874b-9d917cd60972,Noah Thomas,WR,3,39.0,76.0,574.0,14.718,73.0,8.0,73.0,494.0,15.0,80.0,24.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.0,0.0,18.0,10.0,0.0,0.0,1.0,-2.0,1.0,,,,,,,,,,,,,,,,,
Texas A&M,d6cfeef0-c5c3-11ee-bbc7-a52b27e3c1e2,Jordan Pride,DB,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,d7edec4a-0e7d-46c5-bc9b-4a311c486356,Cashius Howell,DL,18,,,,,,,,,,,,26.0,14.0,40.0,4.0,27.0,1.0,1.0,1.0,0.0,4.0,7.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,d94b9a30-a274-11ed-8f2b-f3e5e15ec7fb,Jaden Platt,TE,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,da346c40-1419-11ed-8f55-53b238da45a2,Chance Jackson,OL,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,dd1cf140-1cf9-11ee-9920-a906605b21a5,Nic Scourton,DE,,,,,,,,,,,,,27.0,11.0,38.0,4.0,20.0,0.0,0.0,1.0,0.0,5.0,11.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,de152400-37c0-11ee-8aad-e574e8ef7217,JR Rosenberg,DB,30,,,,,,,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,deff4e00-850f-11ec-b84d-a909c14fc4b8,Mark Nabou Jr.,OL,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,e1615a30-58c5-11ef-9b3b-c731cdaeaa58,Layne Gerke,DB,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,e61abfa0-9208-4750-9100-7050b24b66ed,Trey Jones III,DB,9,,,,,,,,,,,,10.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,e636e750-a273-11ed-8f2b-f3e5e15ec7fb,Rueben Owens II,RB,2,1.0,1.0,6.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4.125,16.0,0.0,66.0,11.0,0.0,2.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,
Texas A&M,ead32720-139b-11ef-80cf-c591ea3543d7,Keegan Andrews,P,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,ed6d3b50-138d-11ef-b40d-37c5c258d0b3,Luke Braden,TE,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,f14d9740-c5c4-11ee-bbc7-a52b27e3c1e2,Kendall Jackson,DL,42,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,f2949310-a275-11ed-8f2b-f3e5e15ec7fb,Marcel Reed,QB,10,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4.681,116.0,7.0,543.0,31.0,19.0,22.0,8.0,-32.0,28.0,240.0,147.0,61.25,1864.0,7.767,15.0,88.0,15.0,73.0,6.0,142.11,73.0,263.0,34.0,1864.0,88.0,0.0
Texas A&M,f58bc563-237f-4cc2-9648-f325106474e3,Solomon DeShields,LB,,,,,,,,,,,,,12.0,10.0,22.0,0.5,7.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,f6784e20-c5c6-11ee-bbc7-a52b27e3c1e2,Dealyn Evans,DL,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,fcbf7232-3af8-4962-b1d1-5108233f4d26,Jabre Barber,WR,1,38.0,53.0,381.0,10.026,58.0,2.0,5.0,347.0,7.0,34.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,3.25,8.0,0.0,26.0,8.0,0.0,2.0,1.0,-6.0,1.0,,,,,,,,,,,,,,,,,
Texas A&M,fd3829e0-58c6-11ef-9b3b-c731cdaeaa58,Liam Padron,K,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,fd9abcd0-9cdf-11ed-8450-073f5137ec67,Wesley Watson,WR,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,fe2b0780-37c2-11ee-8aad-e574e8ef7217,Blake Buntyn,WR,84,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M,ffe8e5b0-c5c0-11ee-bbc7-a52b27e3c1e2,Solomon Williams,DL,30,,,,,,,,,,,,4.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,06ee8000-eac3-11ee-8a20-978585ed32d7,Cam Clark,DE,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,07fec900-5436-11ef-9fca-813db73cd1c3,Raphael Ekechi,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,092d193d-8f4c-41c5-9e14-1475427dd64b,Jaxson Dart,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.992,124.0,3.0,495.0,35.0,15.0,22.0,7.0,-13.0,31.0,398.0,276.0,69.347,4279.0,10.751,28.0,160.0,29.0,75.0,6.0,180.69,75.0,165.0,49.0,4279.0,160.0,0.0
Ole Miss,0a447c03-d71e-4076-90f6-dbce00b50a33,Jared Ivey,DE,,,,,,,,,,,,,23.0,19.0,42.0,7.0,52.0,0.0,0.0,2.0,1.0,8.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,0bd8ac65-7b10-44c6-976a-4d65e097743f,Jack Mills,OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,0dc19510-0772-11ed-9d37-15b02999c0f4,Mac Owen,WR,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,0ea6647d-dd98-44c6-a576-70b543fdd143,Jeremy James,OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,0f4bafa0-a282-11ed-8817-fbb3e64504d9,Mana Taimani,OL,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,103337c8-81eb-4909-93e7-d21c82279bcf,Carter Short,LS,93,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,10fe80e5-002d-4d3e-9273-0f4943291263,Julius Buelow,OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,11914392-9a50-472c-b945-62b8e6642195,Eli Acker,OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,12b00c32-2d1c-4aa3-acdc-539f995f66f7,Joshua Pfeifer,WR,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,14173940-8510-11ec-b84d-a909c14fc4b8,Walter Nolen,DT,,,,,,,,,,,,,28.0,20.0,48.0,6.5,36.0,0.0,0.0,0.0,2.0,8.0,11.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,152e6030-5437-11ef-9fca-813db73cd1c3,Sean Judge,TE,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,1a14ee80-8639-11ec-ac3f-2f01cb0af5e4,Cam East,OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,1a3993e0-1d9f-11ed-90b2-abe9c3335e3d,Justin Kowalak,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,1ed58a00-24cd-11ed-9b6b-1713a743da6d,Jackson Jones,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,23815210-0771-11ed-8445-5760fa4a0c23,Braden Waterman,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,251e2128-5c6b-4692-ace4-1689577aff6d,Trey Amos,CB,,,,,,,,,,,,,37.0,11.0,48.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,255fce30-a281-11ed-8817-fbb3e64504d9,Brycen Sanders,OL,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,26295e55-8cd1-4e4a-bf5a-fb7c580ea1ef,Diego Pounds,OL,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,27948000-5438-11ef-903d-13e38929f7be,Elliot Stewart,DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,287dc7b0-daaa-11ec-b6ef-57dac54685d5,Drew Burnett,WR,,1.0,2.0,12.0,12.0,12.0,0.0,0.0,12.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,2bc35366-b772-4cde-88ad-1d5a5c80960a,Richard O'Bryant,CB,,,,,,,,,,,,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,2dd7b940-12f3-11ef-944d-73abb01f15b4,Jeffery Rush,DT,90,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,2e452894-d6cf-4d14-bcf0-ca82b9305ae8,Jadon Canady,DB,22,,,,,,,,,,,,22.0,16.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,306be920-a282-11ed-8817-fbb3e64504d9,Ethan Fields,OL,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,31391df0-183a-11ed-a064-ef8b74c0c167,Chris Graves Jr.,CB,32,,,,,,,,,,,,9.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,32be7f81-8947-42a2-a5b3-d7abecee9ea3,Akelo Stone,DT,,,,,,,,,,,,,7.0,8.0,15.0,1.5,13.5,0.0,0.0,0.0,0.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,3b42aaa0-863b-11ec-ac3f-2f01cb0af5e4,Jarell Stinson,CB,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,404ce2a9-79d9-496b-a571-78895aa5bf6d,Gerquan Scott,OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,421d2ffc-9e98-4412-aee1-07479749edb7,JJ Pegues,DT,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,43.0,3.5,26.5,0.0,0.0,0.0,1.0,5.0,11.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.286,21.0,7.0,69.0,10.0,5.0,10.0,0.0,0.0,12.0,,,,,,,,,,,,,,,,,
Ole Miss,43d31614-b116-4f28-9c6f-579db687816b,Matt Jones,RB,15,3.0,3.0,13.0,4.333,6.0,0.0,0.0,13.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5.136,44.0,3.0,226.0,46.0,46.0,13.0,7.0,-13.0,14.0,,,,,,,,,,,,,,,,,
Ole Miss,447335c7-1029-4865-bad3-d16ae950f7b4,Rashad Amos,RB,,,,,,,,,,,,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,9.0,0.0,75.0,42.0,0.0,2.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,
Ole Miss,46720760-5436-11ef-9fca-813db73cd1c3,Ciaran Pedulla,WR,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,46765a31-5af5-4446-9f3c-5e2ba637300e,Devin Price,WR,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,481e7db0-16ba-11ee-8c92-9338d1b61ba9,Dylan Davis,SAF,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ole Miss,4b5b8910-bb84-11ec-b02b-c5d20f8995ab,Jordan Smart,WR,,1.0,1.0,34.0,34.0,34.0,0.0,0.0,34.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
