id,name,position,jersey,receiving_receptions,receiving_targets,receiving_yards,receiving_avg_yards,receiving_longest,receiving_touchdowns,receiving_longest_touchdown,receiving_yards_after_catch,receiving_redzone_targets,receiving_air_yards,receiving_first_downs,defense_tackles,defense_assists,defense_combined,defense_sacks,defense_sack_yards,defense_interceptions,defense_passes_defended,defense_forced_fumbles,defense_fumble_recoveries,defense_qb_hits,defense_tloss,defense_tloss_yards,defense_safeties,defense_sp_tackles,defense_sp_assists,defense_sp_forced_fumbles,defense_sp_fumble_recoveries,defense_sp_blocks,defense_misc_tackles,defense_misc_assists,defense_misc_forced_fumbles,defense_misc_fumble_recoveries,defense_sp_own_fumble_recoveries,defense_sp_opp_fumble_recoveries,rushing_avg_yards,rushing_attempts,rushing_touchdowns,rushing_yards,rushing_longest,rushing_longest_touchdown,rushing_redzone_attempts,rushing_tlost,rushing_tlost_yards,rushing_first_downs,passing_attempts,passing_completions,passing_cmp_pct,passing_yards,passing_avg_yards,passing_sacks,passing_sack_yards,passing_touchdowns,passing_longest,passing_interceptions,passing_rating,passing_longest_touchdown,passing_air_yards,passing_redzone_attempts,passing_gross_yards,passing_first_downs,passing_int_touchdowns
855bcce0-a276-11ed-8f2b-f3e5e15ec7fb,Chantz Johnson,LB,23,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
88c5203a-4f9c-4fce-9890-3103d9ea94b3,Kason Tullos,LB,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8b76be10-84fd-11ec-b1a0-6d289051ed23,Jordan Anthony,WR,11,3.0,4.0,14.0,4.667,11.0,0.0,0.0,14.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
8b83aaea-9a5d-448e-b776-1bca1e229e94,Dametrious Crownover,OL,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8c405310-f027-11ed-8095-ff92e6250fed,Aidan Herrera,LB,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8cc364b0-37c3-11ee-8aad-e574e8ef7217,Alessandro Perez,DL,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d6c3b60-a274-11ed-8f2b-f3e5e15ec7fb,Micah Tease,WR,4,2.0,4.0,19.0,9.5,15.0,0.0,0.0,19.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ee02562-28be-4533-91f6-9692de970893,Amari Daniels,RB,5,14.0,19.0,102.0,7.286,34.0,0.0,0.0,102.0,3.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,5.067,105.0,6.0,532.0,79.0,9.0,25.0,6.0,-20.0,27.0,,,,,,,,,,,,,,,,,
8efe5ae0-141b-11ed-8f55-53b238da45a2,Drew Beltran,DL,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90d7b440-850c-11ec-b446-1b024413db39,Hunter Erb,OL,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92f041cb-6cc9-4a25-8ca2-8752dafbbc3b,Albert Regis,DL,17,,,,,,,,,,,,8.0,7.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
95c4d088-0893-4884-9446-8af2e8b77542,Tony Grimes,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a6337c0-850f-11ec-b84d-a909c14fc4b8,Le'Veon Moss,RB,8,11.0,15.0,84.0,7.636,19.0,0.0,0.0,84.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5.042,96.0,5.0,484.0,36.0,13.0,18.0,3.0,-6.0,32.0,,,,,,,,,,,,,,,,,
9afd1730-313c-11ed-bfcf-65eaff9f277b,Jacob Brasher,WR,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a00034af-67a6-4a09-995c-6fa8ef2665a0,Isaiah Raikes,DL,22,,,,,,,,,,,,7.0,10.0,17.0,1.0,3.5,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1e00c7d-19ec-4a70-9824-92a55975bbb4,Max Johnson,QB,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.529,51.0,2.0,27.0,32.0,2.0,11.0,7.0,-23.0,8.0,190.0,118.0,62.105,1452.0,7.642,14.0,100.0,9.0,42.0,5.0,136.67,42.0,0.0,22.0,1452.0,64.0,1.0
a575dbaa-6ecd-4d8d-804a-6e7036669f37,Blake Bost,QB,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5b6f4cc-989b-479e-a78f-ea243c55f2d7,Jacob Graham,LS,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5ec97a0-a276-11ed-8f2b-f3e5e15ec7fb,Tyler White,P,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a645f7b0-a275-11ed-8f2b-f3e5e15ec7fb,Dalton Brooks,DB,25,,,,,,,,,,,,7.0,6.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7a5ae30-f026-11ed-8095-ff92e6250fed,Aaron Trevino,DB,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a82db4d0-f024-11ed-8095-ff92e6250fed,Johnny Ryder,WR,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9a2c4c1-239e-424e-ac16-5f9055d49e91,Josh DeBerry,CB,,,,,,,,,,,,,30.0,8.0,38.0,1.0,7.0,2.0,4.0,0.0,0.0,1.0,4.0,14.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa8cfc20-8510-11ec-9a71-73254de4b571,Jadon Scarlett,DL,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ab3ce9e0-1418-11ed-8f55-53b238da45a2,Levi Hancock,LS,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad47a6a0-141b-11ed-8f55-53b238da45a2,Cody Polk,DL,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adab0bfc-c861-41c2-9773-4e11768bfa55,Jardin Gilbert,SAF,2,,,,,,,,,,,,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae87abd6-b9e4-4342-9909-ec98448aec65,Deuce Harmon,CB,7,,,,,,,,,,,,13.0,4.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
af1ef753-73b7-4b91-ad58-26ce10f60c9c,Earnest Crownover,RB,,2.0,3.0,21.0,10.5,19.0,2.0,19.0,21.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,12.0,6.0,0.0,0.0,1.0,-2.0,0.0,,,,,,,,,,,,,,,,,
b2bf4320-8511-11ec-874b-9d917cd60972,Bobby Taylor,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b72073ff-7a9d-4ae7-979c-cb496fb92770,Will Smoot,DB,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
